,measSetComments,probeId,OrgBeamstyleIdx,bsIndexTrace,TxFrequencyHz,TxFocusLocCm,maxTxVoltageVolt,ceilTxVoltageVolt,profTxVoltageVolt,totalVoltagePt,numMeasVoltage,NumTxElements,TxpgWaveformStyle,ProbeNumTxCycles,ElevAperIndex,zStartDistCm,zMeasNum,IsTxChannelModulationEn,dumpSwVersion,DTxFreqIndex,VTxIndex,IsPresetCpaEn,TxPulseRle,SystemPulserSel,CpaDelayOffsetClk,groupIndex,zt_est,probeName,Mode,SubModeIndex,BeamStyleIndex,SysTxFreqIndex,isDuplicate
98,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,1.5,90,90,56.04,20,10,32,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,13,2.1,BPXCC,B,1,1,18,1
99,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,2.0,90,90,56.04,20,10,44,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,13,2.1,BPXCC,B,1,1,18,1
100,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,3.0,90,90,56.04,20,10,57,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,13,2.0,BPXCC,B,1,1,18,1
101,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,4.0,90,90,56.04,20,10,60,1,1.5,0,0.5,75.0,1,2024-09-30,0,1,0,,,0,13,2.0,BPXCC,B,1,1,18,1
102,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,6.0,90,90,56.04,20,10,64,1,1.5,0,0.5,75.0,1,2024-09-30,0,1,0,,,0,13,2.0,BPXCC,B,1,1,18,1
103,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,8.0,90,90,56.04,20,10,66,1,1.5,0,0.5,115.0,1,2024-09-30,0,1,0,,,0,13,2.1,BPXCC,B,1,1,18,1
0,Beamstyle_BPXCC_Intensity,11712408,5,10,5333300,0.5,90,90,56.04,20,10,5,1,4.0,0,0.5,45.0,0,2024-09-30,0,0,0,0.0,0.0,0,14,2.3,BPXCC,Cb,0,5,22,1
1,Beamstyle_BPXCC_Intensity,11712408,5,10,5333300,1.0,90,90,56.04,20,10,10,1,4.0,0,0.5,45.0,0,2024-09-30,0,0,0,0.0,0.0,0,14,2.1,BPXCC,Cb,0,5,22,1
2,Beamstyle_BPXCC_Intensity,11712408,5,10,5333300,1.5,90,90,56.04,20,10,16,1,4.0,0,0.5,45.0,0,2024-09-30,0,0,0,0.0,0.0,0,14,2.1,BPXCC,Cb,0,5,22,1
3,Beamstyle_BPXCC_Intensity,11712408,5,10,5333300,2.0,90,90,56.04,20,10,21,1,4.0,0,0.5,45.0,0,2024-09-30,0,0,0,0.0,0.0,0,14,2.1,BPXCC,Cb,0,5,22,1
4,Beamstyle_BPXCC_Intensity,11712408,5,10,5333300,3.0,90,90,56.04,20,10,28,1,4.0,0,0.5,45.0,0,2024-09-30,0,0,0,0.0,0.0,0,14,2.1,BPXCC,Cb,0,5,22,1
5,Beamstyle_BPXCC_Intensity,11712408,5,10,5333300,4.0,90,90,56.04,20,10,29,1,4.0,0,0.5,75.0,0,2024-09-30,0,0,0,0.0,0.0,0,14,2.1,BPXCC,Cb,0,5,22,1
6,Beamstyle_BPXCC_Intensity,11712408,5,10,5333300,6.0,90,90,56.04,20,10,32,1,4.0,0,0.5,75.0,0,2024-09-30,0,0,0,0.0,0.0,0,14,2.1,BPXCC,Cb,0,5,22,1
7,Beamstyle_BPXCC_Intensity,11712408,5,10,5333300,8.0,90,90,56.04,20,10,33,1,4.0,0,0.5,115.0,0,2024-09-30,0,0,0,0.0,0.0,0,14,2.2,BPXCC,Cb,0,5,22,1
